************* START OF RANDOM TEST FOR council room card *************

Test#0: Expected 18 deckCount, found 17 deckCount for input: handCount: 0, deckCount: 21, discardCount: 27, buys: 1
Test#1553: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#1554: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#1555: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#1556: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#1557: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#1558: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#1559: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#1560: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#1561: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#1562: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#1563: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#1564: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#1565: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#1566: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#1567: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#1568: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#1569: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#1570: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#1571: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#1572: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#1573: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#1574: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#1575: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#1576: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
Test#1577: Expected 19 deckCount, found 18 deckCount for input: handCount: 2, deckCount: 22, discardCount: 23, buys: 1
Test#1578: Expected 9 deckCount, found 8 deckCount for input: handCount: 5, deckCount: 12, discardCount: 6, buys: 1
Test#1579: Expected 44 deckCount, found 43 deckCount for input: handCount: 8, deckCount: 47, discardCount: 31, buys: 1
Test#1580: Expected 5 deckCount, found 4 deckCount for input: handCount: 5, deckCount: 0, discardCount: 8, buys: 1
Test#1581: Expected 17 deckCount, found 16 deckCount for input: handCount: 1, deckCount: 20, discardCount: 27, buys: 1
Test#1582: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 0, discardCount: 28, buys: 1
Test#1583: Expected 10 deckCount, found 9 deckCount for input: handCount: 6, deckCount: 13, discardCount: 30, buys: 1
Test#1584: Expected 159 deckCount, found 158 deckCount for input: handCount: 9, deckCount: 162, discardCount: 102, buys: 1
Test#1585: Expected 465 deckCount, found 464 deckCount for input: handCount: 71, deckCount: 468, discardCount: 16, buys: 1
Test#1586: Expected 27 deckCount, found 26 deckCount for input: handCount: 74, deckCount: 30, discardCount: 4, buys: 1
Test#1587: Expected 44 deckCount, found 43 deckCount for input: handCount: 77, deckCount: 47, discardCount: 39, buys: 1
Test#1588: Expected 24 deckCount, found 23 deckCount for input: handCount: 80, deckCount: 27, discardCount: 29, buys: 1
Test#1589: Expected 5 deckCount, found 4 deckCount for input: handCount: 3, deckCount: 8, discardCount: 34, buys: 1
Test#1590: Expected 35 deckCount, found 34 deckCount for input: handCount: 447, deckCount: 38, discardCount: 27, buys: 1
Test#1591: Expected 11 deckCount, found 10 deckCount for input: handCount: 10, deckCount: 14, discardCount: 28, buys: 1
Test#1592: Expected 12 deckCount, found 11 deckCount for input: handCount: 13, deckCount: 15, discardCount: 29, buys: 1
Test#1593: Expected 430 deckCount, found 429 deckCount for input: handCount: 16, deckCount: 433, discardCount: 54, buys: 1
Test#1594: Expected 334 deckCount, found 333 deckCount for input: handCount: 7, deckCount: 337, discardCount: 127, buys: 1
Test#1595: Expected 145 deckCount, found 144 deckCount for input: handCount: 6, deckCount: 148, discardCount: 318, buys: 1
Test#1596: Expected 355 deckCount, found 354 deckCount for input: handCount: 9, deckCount: 358, discardCount: 114, buys: 1
Test#1597: Expected 40 deckCount, found 39 deckCount for input: handCount: 5, deckCount: 43, discardCount: 22, buys: 1
Test#1598: Expected 41 deckCount, found 40 deckCount for input: handCount: 5, deckCount: 0, discardCount: 44, buys: 1
Test#1599: Expected 15 deckCount, found 14 deckCount for input: handCount: 8, deckCount: 18, discardCount: 38, buys: 1
Test#1600: Expected 5 deckCount, found 4 deckCount for input: handCount: 407, deckCount: 8, discardCount: 3, buys: 1
Test#1601: Expected 410 deckCount, found 409 deckCount for input: handCount: 10, deckCount: 413, discardCount: 53, buys: 1
Test#1602: Expected 108 deckCount, found 107 deckCount for input: handCount: 10, deckCount: 111, discardCount: 214, buys: 1
Test#1603: Expected 29 deckCount, found 28 deckCount for input: handCount: 13, deckCount: 32, discardCount: 44, buys: 1
Test#1604: Expected 104 deckCount, found 103 deckCount for input: handCount: 459, deckCount: 107, discardCount: 51, buys: 1
Test#1605: Expected 333 deckCount, found 332 deckCount for input: handCount: 462, deckCount: 336, discardCount: 20, buys: 1
Test#1606: Expected 7 deckCount, found 6 deckCount for input: handCount: 465, deckCount: 10, discardCount: 32, buys: 1
Test#1607: Expected 44 deckCount, found 43 deckCount for input: handCount: 468, deckCount: 47, discardCount: 29, buys: 1
Test#1608: Expected 174 deckCount, found 173 deckCount for input: handCount: 6, deckCount: 177, discardCount: 244, buys: 1
Test#1609: Expected 24 deckCount, found 23 deckCount for input: handCount: 10, deckCount: 27, discardCount: 6, buys: 1
Test#1610: Expected 14 deckCount, found 13 deckCount for input: handCount: 492, deckCount: 17, discardCount: 35, buys: 1
Test#1611: Expected 433 deckCount, found 432 deckCount for input: handCount: 495, deckCount: 436, discardCount: 53, buys: 1
Test#1612: Expected 26 deckCount, found 25 deckCount for input: handCount: 70, deckCount: 29, discardCount: 27, buys: 1
Test#1613: Expected 333 deckCount, found 332 deckCount for input: handCount: 73, deckCount: 336, discardCount: 34, buys: 1
Test#1614: Expected 468 deckCount, found 467 deckCount for input: handCount: 5, deckCount: 471, discardCount: 11, buys: 1
Test#1615: Expected 19 deckCount, found 18 deckCount for input: handCount: 8, deckCount: 22, discardCount: 45, buys: 1
Test#1616: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#1617: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#1618: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#1619: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#1620: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#1621: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#1622: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#1623: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#1624: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#1625: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
Test#1626: Expected 8 deckCount, found 7 deckCount for input: handCount: 2, deckCount: 11, discardCount: 6, buys: 1
Test#1627: Expected 34 deckCount, found 33 deckCount for input: handCount: 465, deckCount: 37, discardCount: 13, buys: 1
Test#1628: Expected 22 deckCount, found 21 deckCount for input: handCount: 468, deckCount: 25, discardCount: 2, buys: 1
Test#1629: Expected 1 deckCount, found 0 deckCount for input: handCount: 199, deckCount: 4, discardCount: 0, buys: 1
Test#1630: Expected 34 deckCount, found 33 deckCount for input: handCount: 4, deckCount: 37, discardCount: 36, buys: 1
Test#1631: Expected 45 deckCount, found 44 deckCount for input: handCount: 8, deckCount: 48, discardCount: 91, buys: 1
Test#1632: Expected 17 deckCount, found 16 deckCount for input: handCount: 11, deckCount: 20, discardCount: 46, buys: 1
Test#1633: Expected 5 deckCount, found 4 deckCount for input: handCount: 14, deckCount: 8, discardCount: 1, buys: 1
Test#1634: Expected 178 deckCount, found 177 deckCount for input: handCount: 6, deckCount: 181, discardCount: 97, buys: 1
Test#1635: Expected 33 deckCount, found 32 deckCount for input: handCount: 9, deckCount: 36, discardCount: 0, buys: 1
Test#1636: Expected 13 deckCount, found 12 deckCount for input: handCount: 43, deckCount: 16, discardCount: 5, buys: 1
Test#1637: Expected 7 deckCount, found 6 deckCount for input: handCount: 46, deckCount: 10, discardCount: 46, buys: 1
Test#1638: Expected 293 deckCount, found 292 deckCount for input: handCount: 49, deckCount: 296, discardCount: 162, buys: 1
Test#1639: Expected 164 deckCount, found 163 deckCount for input: handCount: 7, deckCount: 167, discardCount: 50, buys: 1
Test#1640: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 25, buys: 1
Test#1641: Expected 18 deckCount, found 17 deckCount for input: handCount: 9, deckCount: 21, discardCount: 31, buys: 1
Test#1642: Expected 35 deckCount, found 34 deckCount for input: handCount: 12, deckCount: 38, discardCount: 44, buys: 1
Test#1643: Expected 31 deckCount, found 30 deckCount for input: handCount: 15, deckCount: 34, discardCount: 23, buys: 1
Test#1644: Expected 36 deckCount, found 35 deckCount for input: handCount: 18, deckCount: 39, discardCount: 336, buys: 1
Test#1645: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 12, buys: 1
Test#1646: Expected 3 deckCount, found 2 deckCount for input: handCount: 7, deckCount: 6, discardCount: 47, buys: 1
Test#1647: Expected 485 deckCount, found 484 deckCount for input: handCount: 10, deckCount: 488, discardCount: 1, buys: 1
Test#1648: Expected 46 deckCount, found 45 deckCount for input: handCount: 13, deckCount: 49, discardCount: 17, buys: 1
Test#1649: Expected 3 deckCount, found 2 deckCount for input: handCount: 16, deckCount: 6, discardCount: 31, buys: 1
Test#1650: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 2, buys: 1
Test#1651: Expected 26 deckCount, found 25 deckCount for input: handCount: 390, deckCount: 29, discardCount: 13, buys: 1
Test#1652: Expected 2 deckCount, found 1 deckCount for input: handCount: 393, deckCount: 5, discardCount: 38, buys: 1
Test#1653: Expected 3 deckCount, found 2 deckCount for input: handCount: 442, deckCount: 6, discardCount: 35, buys: 1
Test#1654: Expected 122 deckCount, found 121 deckCount for input: handCount: 445, deckCount: 125, discardCount: 204, buys: 1
Test#1655: Expected 39 deckCount, found 38 deckCount for input: handCount: 107, deckCount: 42, discardCount: 30, buys: 1
Test#1656: Expected 443 deckCount, found 442 deckCount for input: handCount: 110, deckCount: 446, discardCount: 30, buys: 1
Test#1657: Expected 46 deckCount, found 45 deckCount for input: handCount: 113, deckCount: 49, discardCount: 35, buys: 1
Test#1658: Expected 9 deckCount, found 8 deckCount for input: handCount: 116, deckCount: 12, discardCount: 24, buys: 1
Test#1659: Expected 37 deckCount, found 36 deckCount for input: handCount: 51, deckCount: 40, discardCount: 38, buys: 1
Test#1660: Expected 4 deckCount, found 3 deckCount for input: handCount: 2, deckCount: 7, discardCount: 2, buys: 1
Test#1661: Expected 409 deckCount, found 408 deckCount for input: handCount: 5, deckCount: 412, discardCount: 28, buys: 1
Test#1662: Expected 73 deckCount, found 72 deckCount for input: handCount: 3, deckCount: 76, discardCount: 262, buys: 1
Test#1663: Expected 45 deckCount, found 44 deckCount for input: handCount: 10, deckCount: 48, discardCount: 7, buys: 1
Test#1664: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 21, buys: 1
Test#1665: Expected 30 deckCount, found 29 deckCount for input: handCount: 13, deckCount: 33, discardCount: 12, buys: 1
Test#1666: Expected 66 deckCount, found 65 deckCount for input: handCount: 16, deckCount: 69, discardCount: 23, buys: 1
Test#1667: Expected 14 deckCount, found 13 deckCount for input: handCount: 19, deckCount: 17, discardCount: 25, buys: 1
Test#1668: Expected 32 deckCount, found 31 deckCount for input: handCount: 22, deckCount: 35, discardCount: 149, buys: 1
Test#1669: Expected 29 deckCount, found 28 deckCount for input: handCount: 2, deckCount: 32, discardCount: 16, buys: 1
Test#1670: Expected 24 deckCount, found 23 deckCount for input: handCount: 6, deckCount: 27, discardCount: 4, buys: 1
Test#1671: Expected 7 deckCount, found 6 deckCount for input: handCount: 57, deckCount: 10, discardCount: 41, buys: 1
Test#1672: Expected 47 deckCount, found 46 deckCount for input: handCount: 60, deckCount: 50, discardCount: 259, buys: 1
Test#1673: Expected 18 deckCount, found 17 deckCount for input: handCount: 60, deckCount: 21, discardCount: 41, buys: 1
Test#1674: Expected 339 deckCount, found 338 deckCount for input: handCount: 9, deckCount: 342, discardCount: 46, buys: 1
Test#1675: Expected 11 deckCount, found 10 deckCount for input: handCount: 156, deckCount: 14, discardCount: 41, buys: 1
Test#1676: Expected 44 deckCount, found 43 deckCount for input: handCount: 72, deckCount: 47, discardCount: 113, buys: 1
Test#1677: Expected 20 deckCount, found 19 deckCount for input: handCount: 3, deckCount: 23, discardCount: 425, buys: 1
Test#1678: Expected 371 deckCount, found 370 deckCount for input: handCount: 6, deckCount: 374, discardCount: 90, buys: 1
Test#1679: Expected 35 deckCount, found 34 deckCount for input: handCount: 9, deckCount: 38, discardCount: 33, buys: 1
Test#1680: Expected 39 deckCount, found 38 deckCount for input: handCount: 12, deckCount: 42, discardCount: 14, buys: 1
Test#1681: Expected 34 deckCount, found 33 deckCount for input: handCount: 15, deckCount: 37, discardCount: 3, buys: 1
Test#1682: Expected 28 deckCount, found 27 deckCount for input: handCount: 18, deckCount: 31, discardCount: 3, buys: 1
Test#1683: Expected 1 deckCount, found 0 deckCount for input: handCount: 21, deckCount: 4, discardCount: 6, buys: 1
Test#1684: Expected 28 deckCount, found 27 deckCount for input: handCount: 24, deckCount: 31, discardCount: 47, buys: 1
Test#1685: Expected 10 deckCount, found 9 deckCount for input: handCount: 7, deckCount: 13, discardCount: 10, buys: 1
Test#1686: Expected 43 deckCount, found 42 deckCount for input: handCount: 10, deckCount: 3, discardCount: 43, buys: 1
Test#1687: Expected 42 deckCount, found 41 deckCount for input: handCount: 10, deckCount: 45, discardCount: 35, buys: 1
Test#1688: Expected 6 deckCount, found 5 deckCount for input: handCount: 6, deckCount: 9, discardCount: 44, buys: 1
Test#1689: Expected 3 deckCount, found 2 deckCount for input: handCount: 238, deckCount: 6, discardCount: 435, buys: 1
Test#1690: Expected 25 deckCount, found 24 deckCount for input: handCount: 8, deckCount: 28, discardCount: 0, buys: 1
Test#1691: Expected 208 deckCount, found 207 deckCount for input: handCount: 356, deckCount: 211, discardCount: 40, buys: 1
Test#1692: Expected 25 deckCount, found 24 deckCount for input: handCount: 9, deckCount: 1, discardCount: 27, buys: 1
Test#1693: Expected 274 deckCount, found 273 deckCount for input: handCount: 12, deckCount: 277, discardCount: 178, buys: 1
Test#1694: Expected 7 deckCount, found 6 deckCount for input: handCount: 15, deckCount: 10, discardCount: 8, buys: 1
Test#1695: Expected 325 deckCount, found 324 deckCount for input: handCount: 243, deckCount: 328, discardCount: 122, buys: 1
Test#1696: Expected 446 deckCount, found 445 deckCount for input: handCount: 246, deckCount: 449, discardCount: 7, buys: 1
Test#1697: Expected 29 deckCount, found 28 deckCount for input: handCount: 249, deckCount: 32, discardCount: 43, buys: 1
Test#1698: Expected 22 deckCount, found 21 deckCount for input: handCount: 205, deckCount: 25, discardCount: 18, buys: 1
Test#1699: Expected 1 deckCount, found 0 deckCount for input: handCount: 208, deckCount: 2, discardCount: 2, buys: 1
Test#1700: Expected 23 deckCount, found 22 deckCount for input: handCount: 211, deckCount: 26, discardCount: 26, buys: 1
Test#1701: Expected 31 deckCount, found 30 deckCount for input: handCount: 214, deckCount: 34, discardCount: 4, buys: 1
Test#1702: Expected 12 deckCount, found 11 deckCount for input: handCount: 217, deckCount: 15, discardCount: 37, buys: 1
Test#1703: Expected 399 deckCount, found 398 deckCount for input: handCount: 164, deckCount: 402, discardCount: 3, buys: 1
Test#1704: Expected 40 deckCount, found 39 deckCount for input: handCount: 167, deckCount: 43, discardCount: 24, buys: 1
Test#1705: Expected 42 deckCount, found 41 deckCount for input: handCount: 397, deckCount: 45, discardCount: 46, buys: 1
Test#1706: Expected 22 deckCount, found 21 deckCount for input: handCount: 400, deckCount: 25, discardCount: 44, buys: 1
Test#1707: Expected 17 deckCount, found 16 deckCount for input: handCount: 403, deckCount: 20, discardCount: 17, buys: 1
Test#1708: Expected 9 deckCount, found 8 deckCount for input: handCount: 406, deckCount: 12, discardCount: 4, buys: 1
Test#1709: Expected 45 deckCount, found 44 deckCount for input: handCount: 409, deckCount: 48, discardCount: 47, buys: 1
Test#1710: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 43, buys: 1
Test#1711: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 35, buys: 1
Test#1712: Expected 2 deckCount, found 1 deckCount for input: handCount: 10, deckCount: 5, discardCount: 44, buys: 1
Test#1713: Expected 37 deckCount, found 36 deckCount for input: handCount: 8, deckCount: 40, discardCount: 3, buys: 1
Test#1714: Expected 5 deckCount, found 4 deckCount for input: handCount: 422, deckCount: 8, discardCount: 46, buys: 1
Test#1715: Expected 34 deckCount, found 33 deckCount for input: handCount: 2, deckCount: 37, discardCount: 23, buys: 1
Test#1716: Expected 115 deckCount, found 114 deckCount for input: handCount: 6, deckCount: 118, discardCount: 146, buys: 1
Test#1717: Expected 13 deckCount, found 12 deckCount for input: handCount: 5, deckCount: 16, discardCount: 12, buys: 1
Test#1718: Expected 32 deckCount, found 31 deckCount for input: handCount: 8, deckCount: 35, discardCount: 0, buys: 1
Test#1719: Expected 2 deckCount, found 1 deckCount for input: handCount: 265, deckCount: 5, discardCount: 28, buys: 1
Test#1720: Expected 17 deckCount, found 16 deckCount for input: handCount: 3, deckCount: 1, discardCount: 19, buys: 1
Test#1721: Expected 104 deckCount, found 103 deckCount for input: handCount: 9, deckCount: 107, discardCount: 165, buys: 1
Test#1722: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 28, discardCount: 9, buys: 1
Test#1723: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 43, buys: 1
Test#1724: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#1725: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#1726: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#1727: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#1728: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#1729: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#1730: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#1731: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#1732: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#1733: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#1734: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#1735: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#1736: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#1737: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#1738: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#1739: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#1740: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#1741: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#1742: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#1743: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#1744: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#1745: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#1746: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#1747: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
Test#1748: Expected 19 deckCount, found 18 deckCount for input: handCount: 2, deckCount: 22, discardCount: 23, buys: 1
Test#1749: Expected 9 deckCount, found 8 deckCount for input: handCount: 5, deckCount: 12, discardCount: 6, buys: 1
Test#1750: Expected 44 deckCount, found 43 deckCount for input: handCount: 8, deckCount: 47, discardCount: 31, buys: 1
Test#1751: Expected 5 deckCount, found 4 deckCount for input: handCount: 5, deckCount: 0, discardCount: 8, buys: 1
Test#1752: Expected 17 deckCount, found 16 deckCount for input: handCount: 1, deckCount: 20, discardCount: 27, buys: 1
Test#1753: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 0, discardCount: 28, buys: 1
Test#1754: Expected 10 deckCount, found 9 deckCount for input: handCount: 6, deckCount: 13, discardCount: 30, buys: 1
Test#1755: Expected 159 deckCount, found 158 deckCount for input: handCount: 9, deckCount: 162, discardCount: 102, buys: 1
Test#1756: Expected 465 deckCount, found 464 deckCount for input: handCount: 71, deckCount: 468, discardCount: 16, buys: 1
Test#1757: Expected 27 deckCount, found 26 deckCount for input: handCount: 74, deckCount: 30, discardCount: 4, buys: 1
Test#1758: Expected 44 deckCount, found 43 deckCount for input: handCount: 77, deckCount: 47, discardCount: 39, buys: 1
Test#1759: Expected 24 deckCount, found 23 deckCount for input: handCount: 80, deckCount: 27, discardCount: 29, buys: 1
Test#1760: Expected 5 deckCount, found 4 deckCount for input: handCount: 3, deckCount: 8, discardCount: 34, buys: 1
Test#1761: Expected 35 deckCount, found 34 deckCount for input: handCount: 447, deckCount: 38, discardCount: 27, buys: 1
Test#1762: Expected 11 deckCount, found 10 deckCount for input: handCount: 10, deckCount: 14, discardCount: 28, buys: 1
Test#1763: Expected 12 deckCount, found 11 deckCount for input: handCount: 13, deckCount: 15, discardCount: 29, buys: 1
Test#1764: Expected 430 deckCount, found 429 deckCount for input: handCount: 16, deckCount: 433, discardCount: 54, buys: 1
Test#1765: Expected 334 deckCount, found 333 deckCount for input: handCount: 7, deckCount: 337, discardCount: 127, buys: 1
Test#1766: Expected 145 deckCount, found 144 deckCount for input: handCount: 6, deckCount: 148, discardCount: 318, buys: 1
Test#1767: Expected 355 deckCount, found 354 deckCount for input: handCount: 9, deckCount: 358, discardCount: 114, buys: 1
Test#1768: Expected 40 deckCount, found 39 deckCount for input: handCount: 5, deckCount: 43, discardCount: 22, buys: 1
Test#1769: Expected 41 deckCount, found 40 deckCount for input: handCount: 5, deckCount: 0, discardCount: 44, buys: 1
Test#1770: Expected 15 deckCount, found 14 deckCount for input: handCount: 8, deckCount: 18, discardCount: 38, buys: 1
Test#1771: Expected 5 deckCount, found 4 deckCount for input: handCount: 407, deckCount: 8, discardCount: 3, buys: 1
Test#1772: Expected 410 deckCount, found 409 deckCount for input: handCount: 10, deckCount: 413, discardCount: 53, buys: 1
Test#1773: Expected 108 deckCount, found 107 deckCount for input: handCount: 10, deckCount: 111, discardCount: 214, buys: 1
Test#1774: Expected 29 deckCount, found 28 deckCount for input: handCount: 13, deckCount: 32, discardCount: 44, buys: 1
Test#1775: Expected 104 deckCount, found 103 deckCount for input: handCount: 459, deckCount: 107, discardCount: 51, buys: 1
Test#1776: Expected 333 deckCount, found 332 deckCount for input: handCount: 462, deckCount: 336, discardCount: 20, buys: 1
Test#1777: Expected 7 deckCount, found 6 deckCount for input: handCount: 465, deckCount: 10, discardCount: 32, buys: 1
Test#1778: Expected 44 deckCount, found 43 deckCount for input: handCount: 468, deckCount: 47, discardCount: 29, buys: 1
Test#1779: Expected 174 deckCount, found 173 deckCount for input: handCount: 6, deckCount: 177, discardCount: 244, buys: 1
Test#1780: Expected 24 deckCount, found 23 deckCount for input: handCount: 10, deckCount: 27, discardCount: 6, buys: 1
Test#1781: Expected 14 deckCount, found 13 deckCount for input: handCount: 492, deckCount: 17, discardCount: 35, buys: 1
Test#1782: Expected 433 deckCount, found 432 deckCount for input: handCount: 495, deckCount: 436, discardCount: 53, buys: 1
Test#1783: Expected 26 deckCount, found 25 deckCount for input: handCount: 70, deckCount: 29, discardCount: 27, buys: 1
Test#1784: Expected 333 deckCount, found 332 deckCount for input: handCount: 73, deckCount: 336, discardCount: 34, buys: 1
Test#1785: Expected 468 deckCount, found 467 deckCount for input: handCount: 5, deckCount: 471, discardCount: 11, buys: 1
Test#1786: Expected 19 deckCount, found 18 deckCount for input: handCount: 8, deckCount: 22, discardCount: 45, buys: 1
Test#1787: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#1788: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#1789: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#1790: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#1791: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#1792: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#1793: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#1794: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#1795: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#1796: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
