************* START OF RANDOM TEST FOR smithy card *************

Test#0 Expected 6 handcount, found 5 handcount
Test#1783 Expected 163 handcount, found 162 handcount
Test#1784 Expected 126 handcount, found 125 handcount
Test#1785 Expected 326 handcount, found 325 handcount
Test#1786 Expected 12 handcount, found 11 handcount
Test#1787 Expected 9 handcount, found 8 handcount
Test#1788 Expected 10 handcount, found 9 handcount
Test#1789 Expected 11 handcount, found 10 handcount
Test#1790 Expected 4 handcount, found 3 handcount
Test#1791 Expected 4 handcount, found 3 handcount
Test#1792 Expected 10 handcount, found 9 handcount
Test#1793 Expected 8 handcount, found 7 handcount
Test#1794 Expected 7 handcount, found 6 handcount
Test#1795 Expected 333 handcount, found 332 handcount
Test#1796 Expected 10 handcount, found 9 handcount
Test#1797 Expected 4 handcount, found 3 handcount
Test#1798 Expected 163 handcount, found 162 handcount
Test#1799 Expected 126 handcount, found 125 handcount
Test#1800 Expected 326 handcount, found 325 handcount
Test#1801 Expected 12 handcount, found 11 handcount
Test#1802 Expected 9 handcount, found 8 handcount
Test#1803 Expected 10 handcount, found 9 handcount
Test#1804 Expected 11 handcount, found 10 handcount
Test#1805 Expected 4 handcount, found 3 handcount
Test#1806 Expected 4 handcount, found 3 handcount
Test#1807 Expected 10 handcount, found 9 handcount
Test#1808 Expected 8 handcount, found 7 handcount
Test#1809 Expected 7 handcount, found 6 handcount
Test#1810 Expected 333 handcount, found 332 handcount
Test#1811 Expected 10 handcount, found 9 handcount
Test#1812 Expected 4 handcount, found 3 handcount
Test#1813 Expected 163 handcount, found 162 handcount
Test#1814 Expected 126 handcount, found 125 handcount
Test#1815 Expected 326 handcount, found 325 handcount
Test#1816 Expected 12 handcount, found 11 handcount
Test#1817 Expected 9 handcount, found 8 handcount
Test#1818 Expected 10 handcount, found 9 handcount
Test#1819 Expected 11 handcount, found 10 handcount
Test#1820 Expected 4 handcount, found 3 handcount
Test#1821 Expected 4 handcount, found 3 handcount
Test#1822 Expected 10 handcount, found 9 handcount
Test#1823 Expected 8 handcount, found 7 handcount
Test#1824 Expected 7 handcount, found 6 handcount
Test#1825 Expected 333 handcount, found 332 handcount
Test#1826 Expected 10 handcount, found 9 handcount
Test#1827 Expected 4 handcount, found 3 handcount
Test#1828 Expected 163 handcount, found 162 handcount
Test#1829 Expected 126 handcount, found 125 handcount
Test#1830 Expected 326 handcount, found 325 handcount
Test#1831 Expected 12 handcount, found 11 handcount
Test#1832 Expected 9 handcount, found 8 handcount
Test#1833 Expected 10 handcount, found 9 handcount
Test#1834 Expected 11 handcount, found 10 handcount
Test#1835 Expected 4 handcount, found 3 handcount
Test#1836 Expected 4 handcount, found 3 handcount
Test#1837 Expected 10 handcount, found 9 handcount
Test#1838 Expected 8 handcount, found 7 handcount
Test#1839 Expected 7 handcount, found 6 handcount
Test#1840 Expected 333 handcount, found 332 handcount
Test#1841 Expected 10 handcount, found 9 handcount
Test#1842 Expected 4 handcount, found 3 handcount
Test#1843 Expected 163 handcount, found 162 handcount
Test#1844 Expected 126 handcount, found 125 handcount
Test#1845 Expected 326 handcount, found 325 handcount
Test#1846 Expected 12 handcount, found 11 handcount
Test#1847 Expected 9 handcount, found 8 handcount
Test#1848 Expected 10 handcount, found 9 handcount
Test#1849 Expected 11 handcount, found 10 handcount
Test#1850 Expected 4 handcount, found 3 handcount
Test#1851 Expected 4 handcount, found 3 handcount
Test#1852 Expected 10 handcount, found 9 handcount
Test#1853 Expected 8 handcount, found 7 handcount
Test#1854 Expected 7 handcount, found 6 handcount
Test#1855 Expected 333 handcount, found 332 handcount
Test#1856 Expected 10 handcount, found 9 handcount
Test#1857 Expected 4 handcount, found 3 handcount
Test#1858 Expected 163 handcount, found 162 handcount
Test#1859 Expected 126 handcount, found 125 handcount
Test#1860 Expected 326 handcount, found 325 handcount
Test#1861 Expected 12 handcount, found 11 handcount
Test#1862 Expected 9 handcount, found 8 handcount
Test#1863 Expected 10 handcount, found 9 handcount
Test#1864 Expected 11 handcount, found 10 handcount
Test#1865 Expected 4 handcount, found 3 handcount
Test#1866 Expected 4 handcount, found 3 handcount
Test#1867 Expected 10 handcount, found 9 handcount
Test#1868 Expected 8 handcount, found 7 handcount
Test#1869 Expected 7 handcount, found 6 handcount
Test#1870 Expected 333 handcount, found 332 handcount
Test#1871 Expected 10 handcount, found 9 handcount
Test#1872 Expected 4 handcount, found 3 handcount
Test#1873 Expected 163 handcount, found 162 handcount
Test#1874 Expected 126 handcount, found 125 handcount
Test#1875 Expected 326 handcount, found 325 handcount
Test#1876 Expected 12 handcount, found 11 handcount
Test#1877 Expected 9 handcount, found 8 handcount
Test#1878 Expected 10 handcount, found 9 handcount
Test#1879 Expected 11 handcount, found 10 handcount
Test#1880 Expected 4 handcount, found 3 handcount
Test#1881 Expected 4 handcount, found 3 handcount
Test#1882 Expected 10 handcount, found 9 handcount
Test#1883 Expected 8 handcount, found 7 handcount
Test#1884 Expected 7 handcount, found 6 handcount
Test#1885 Expected 333 handcount, found 332 handcount
Test#1886 Expected 10 handcount, found 9 handcount
Test#1887 Expected 4 handcount, found 3 handcount
Test#1888 Expected 163 handcount, found 162 handcount
Test#1889 Expected 126 handcount, found 125 handcount
Test#1890 Expected 326 handcount, found 325 handcount
Test#1891 Expected 12 handcount, found 11 handcount
Test#1892 Expected 9 handcount, found 8 handcount
Test#1893 Expected 10 handcount, found 9 handcount
Test#1894 Expected 11 handcount, found 10 handcount
Test#1895 Expected 4 handcount, found 3 handcount
Test#1896 Expected 4 handcount, found 3 handcount
Test#1897 Expected 10 handcount, found 9 handcount
Test#1898 Expected 8 handcount, found 7 handcount
Test#1899 Expected 7 handcount, found 6 handcount
Test#1900 Expected 333 handcount, found 332 handcount
Test#1901 Expected 10 handcount, found 9 handcount
Test#1902 Expected 4 handcount, found 3 handcount
Test#1903 Expected 163 handcount, found 162 handcount
Test#1904 Expected 126 handcount, found 125 handcount
Test#1905 Expected 326 handcount, found 325 handcount
Test#1906 Expected 12 handcount, found 11 handcount
Test#1907 Expected 9 handcount, found 8 handcount
Test#1908 Expected 10 handcount, found 9 handcount
Test#1909 Expected 11 handcount, found 10 handcount
Test#1910 Expected 4 handcount, found 3 handcount
Test#1911 Expected 4 handcount, found 3 handcount
Test#1912 Expected 10 handcount, found 9 handcount
Test#1913 Expected 8 handcount, found 7 handcount
Test#1914 Expected 7 handcount, found 6 handcount
Test#1915 Expected 333 handcount, found 332 handcount
Test#1916 Expected 10 handcount, found 9 handcount
Test#1917 Expected 4 handcount, found 3 handcount
Test#1918 Expected 163 handcount, found 162 handcount
Test#1919 Expected 126 handcount, found 125 handcount
Test#1920 Expected 326 handcount, found 325 handcount
Test#1921 Expected 12 handcount, found 11 handcount
Test#1922 Expected 9 handcount, found 8 handcount
Test#1923 Expected 10 handcount, found 9 handcount
Test#1924 Expected 11 handcount, found 10 handcount
Test#1925 Expected 4 handcount, found 3 handcount
Test#1926 Expected 4 handcount, found 3 handcount
Test#1927 Expected 10 handcount, found 9 handcount
Test#1928 Expected 8 handcount, found 7 handcount
Test#1929 Expected 7 handcount, found 6 handcount
Test#1930 Expected 333 handcount, found 332 handcount
Test#1931 Expected 10 handcount, found 9 handcount
Test#1932 Expected 4 handcount, found 3 handcount
Test#1933 Expected 163 handcount, found 162 handcount
Test#1934 Expected 126 handcount, found 125 handcount
Test#1935 Expected 326 handcount, found 325 handcount
Test#1936 Expected 12 handcount, found 11 handcount
Test#1937 Expected 9 handcount, found 8 handcount
Test#1938 Expected 10 handcount, found 9 handcount
Test#1939 Expected 11 handcount, found 10 handcount
Test#1940 Expected 4 handcount, found 3 handcount
Test#1941 Expected 4 handcount, found 3 handcount
Test#1942 Expected 10 handcount, found 9 handcount
Test#1943 Expected 8 handcount, found 7 handcount
Test#1944 Expected 7 handcount, found 6 handcount
Test#1945 Expected 333 handcount, found 332 handcount
Test#1946 Expected 10 handcount, found 9 handcount
Test#1947 Expected 4 handcount, found 3 handcount
Test#1948 Expected 163 handcount, found 162 handcount
Test#1949 Expected 126 handcount, found 125 handcount
Test#1950 Expected 326 handcount, found 325 handcount
Test#1951 Expected 12 handcount, found 11 handcount
Test#1952 Expected 9 handcount, found 8 handcount
Test#1953 Expected 10 handcount, found 9 handcount
Test#1954 Expected 11 handcount, found 10 handcount
Test#1955 Expected 4 handcount, found 3 handcount
Test#1956 Expected 4 handcount, found 3 handcount
Test#1957 Expected 10 handcount, found 9 handcount
Test#1958 Expected 8 handcount, found 7 handcount
Test#1959 Expected 7 handcount, found 6 handcount
Test#1960 Expected 333 handcount, found 332 handcount
Test#1961 Expected 10 handcount, found 9 handcount
Test#1962 Expected 4 handcount, found 3 handcount
Test#1963 Expected 163 handcount, found 162 handcount
Test#1964 Expected 126 handcount, found 125 handcount
Test#1965 Expected 326 handcount, found 325 handcount
Test#1966 Expected 12 handcount, found 11 handcount
Test#1967 Expected 9 handcount, found 8 handcount
Test#1968 Expected 10 handcount, found 9 handcount
Test#1969 Expected 11 handcount, found 10 handcount
Test#1970 Expected 4 handcount, found 3 handcount
Test#1971 Expected 4 handcount, found 3 handcount
Test#1972 Expected 10 handcount, found 9 handcount
Test#1973 Expected 8 handcount, found 7 handcount
Test#1974 Expected 7 handcount, found 6 handcount
Test#1975 Expected 333 handcount, found 332 handcount
Test#1976 Expected 10 handcount, found 9 handcount
Test#1977 Expected 4 handcount, found 3 handcount
Test#1978 Expected 163 handcount, found 162 handcount
Test#1979 Expected 126 handcount, found 125 handcount
Test#1980 Expected 326 handcount, found 325 handcount
Test#1981 Expected 12 handcount, found 11 handcount
Test#1982 Expected 9 handcount, found 8 handcount
Test#1983 Expected 10 handcount, found 9 handcount
Test#1984 Expected 11 handcount, found 10 handcount
Test#1985 Expected 4 handcount, found 3 handcount
Test#1986 Expected 4 handcount, found 3 handcount
Test#1987 Expected 10 handcount, found 9 handcount
Test#1988 Expected 8 handcount, found 7 handcount
Test#1989 Expected 7 handcount, found 6 handcount
Test#1990 Expected 333 handcount, found 332 handcount
Test#1991 Expected 10 handcount, found 9 handcount
Test#1992 Expected 4 handcount, found 3 handcount
Test#1993 Expected 163 handcount, found 162 handcount
Test#1994 Expected 126 handcount, found 125 handcount
Test#1995 Expected 326 handcount, found 325 handcount
Test#1996 Expected 12 handcount, found 11 handcount
Test#1997 Expected 9 handcount, found 8 handcount
Test#1998 Expected 10 handcount, found 9 handcount
Test#1999 Expected 11 handcount, found 10 handcount
FAILED 2000 out of 2000 tests
************* END OF RANDOM TEST FOR smithy card *************

Function 'compare'
Lines executed:100.00% of 6
Branches executed:100.00% of 4
Taken at least once:100.00% of 4
No calls

Function 'newGame'
Lines executed:0.00% of 2
No branches
No calls

Function 'kingdomCards'
Lines executed:0.00% of 12
No branches
No calls

Function 'initializeGame'
Lines executed:94.87% of 78
Branches executed:100.00% of 46
Taken at least once:89.13% of 46
No calls

Function 'shuffle'
Lines executed:94.44% of 18
Branches executed:100.00% of 8
Taken at least once:87.50% of 8
No calls

Function 'playCard'
Lines executed:0.00% of 15
Branches executed:0.00% of 10
Taken at least once:0.00% of 10
No calls

Function 'buyCard'
Lines executed:0.00% of 13
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'numHandCards'
Lines executed:0.00% of 1
No branches
No calls

Function 'handCard'
Lines executed:0.00% of 2
No branches
No calls

Function 'supplyCount'
Lines executed:0.00% of 1
No branches
No calls

Function 'fullDeckCount'
Lines executed:0.00% of 11
Branches executed:0.00% of 12
Taken at least once:0.00% of 12
No calls

Function 'whoseTurn'
Lines executed:100.00% of 1
No branches
No calls

Function 'endTurn'
Lines executed:0.00% of 22
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'isGameOver'
Lines executed:0.00% of 12
Branches executed:0.00% of 8
Taken at least once:0.00% of 8
No calls

Function 'scoreFor'
Lines executed:0.00% of 26
Branches executed:0.00% of 42
Taken at least once:0.00% of 42
No calls

Function 'getWinners'
Lines executed:0.00% of 33
Branches executed:0.00% of 22
Taken at least once:0.00% of 22
No calls

Function 'drawCard'
Lines executed:95.83% of 24
Branches executed:100.00% of 6
Taken at least once:83.33% of 6
No calls

Function 'getCost'
Lines executed:0.00% of 30
Branches executed:0.00% of 28
Taken at least once:0.00% of 28
No calls

Function 'adventurer_card'
Lines executed:0.00% of 15
Branches executed:0.00% of 12
Taken at least once:0.00% of 12
No calls

Function 'smithy_card'
Lines executed:100.00% of 5
Branches executed:100.00% of 2
Taken at least once:100.00% of 2
No calls

Function 'council_room_card'
Lines executed:0.00% of 11
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'mine_card'
Lines executed:0.00% of 16
Branches executed:0.00% of 14
Taken at least once:0.00% of 14
No calls

Function 'minion_card'
Lines executed:0.00% of 25
Branches executed:0.00% of 18
Taken at least once:0.00% of 18
No calls

Function 'cardEffect'
Lines executed:4.91% of 224
Branches executed:15.65% of 147
Taken at least once:1.36% of 147
No calls

Function 'discardCard'
Lines executed:73.33% of 15
Branches executed:100.00% of 6
Taken at least once:50.00% of 6
No calls

Function 'gainCard'
Lines executed:0.00% of 15
Branches executed:0.00% of 6
Taken at least once:0.00% of 6
No calls

Function 'updateCoins'
Lines executed:71.43% of 14
Branches executed:100.00% of 8
Taken at least once:75.00% of 8
No calls

File 'dominion.c'
Lines executed:24.42% of 647
Branches executed:24.70% of 417
Taken at least once:16.79% of 417
No calls
dominion.c:creating 'dominion.c.gcov'

